year,state,county_name,candidate,candidatevotes,rn
2004,SOUTH CAROLINA,ANDERSON,JOHN KERRY,20697,2
2008,SOUTH CAROLINA,ANDERSON,JOHN MCCAIN,48690,1
2008,SOUTH CAROLINA,ANDERSON,BARACK OBAMA,24132,2
2012,SOUTH CAROLINA,ANDERSON,MITT ROMNEY,48709,1
2012,SOUTH CAROLINA,ANDERSON,BARACK OBAMA,22405,2
2016,SOUTH CAROLINA,ANDERSON,DONALD TRUMP,56232,1
2016,SOUTH CAROLINA,ANDERSON,HILLARY CLINTON,21097,2
2020,SOUTH CAROLINA,ANDERSON,DONALD J TRUMP,49622,1
2020,TENNESSEE,ANDERSON,DONALD J TRUMP,23184,2
2000,MISSOURI,ANDREW,GEORGE W. BUSH,4257,1
2000,MISSOURI,ANDREW,AL GORE,2795,2
2004,MISSOURI,ANDREW,GEORGE W. BUSH,5135,1
2004,MISSOURI,ANDREW,JOHN KERRY,3069,2
2008,MISSOURI,ANDREW,JOHN MCCAIN,5279,1
2008,MISSOURI,ANDREW,BARACK OBAMA,3345,2
2012,MISSOURI,ANDREW,MITT ROMNEY,5457,1
2012,MISSOURI,ANDREW,BARACK OBAMA,2649,2
2016,MISSOURI,ANDREW,DONALD TRUMP,6665,1
2016,MISSOURI,ANDREW,HILLARY CLINTON,2045,2
2020,MISSOURI,ANDREW,DONALD J TRUMP,7255,1
2020,MISSOURI,ANDREW,JOSEPH R BIDEN JR,2351,2
2000,TEXAS,ANDREWS,GEORGE W. BUSH,3091,1
2000,TEXAS,ANDREWS,AL GORE,876,2
2004,TEXAS,ANDREWS,GEORGE W. BUSH,3837,1
2004,TEXAS,ANDREWS,JOHN KERRY,677,2
2008,TEXAS,ANDREWS,JOHN MCCAIN,3816,1
2008,TEXAS,ANDREWS,BARACK OBAMA,790,2
2012,TEXAS,ANDREWS,MITT ROMNEY,3639,1
2012,TEXAS,ANDREWS,BARACK OBAMA,795,2
2016,TEXAS,ANDREWS,DONALD TRUMP,3927,1
2016,TEXAS,ANDREWS,HILLARY CLINTON,836,2
2020,TEXAS,ANDREWS,DONALD J TRUMP,4943,1
2020,TEXAS,ANDREWS,JOSEPH R BIDEN JR,850,2
2000,MAINE,ANDROSCOGGIN,AL GORE,26251,1
2000,MAINE,ANDROSCOGGIN,GEORGE W. BUSH,19948,2
2004,MAINE,ANDROSCOGGIN,JOHN KERRY,30345,1
2004,MAINE,ANDROSCOGGIN,GEORGE W. BUSH,24453,2
2008,MAINE,ANDROSCOGGIN,BARACK OBAMA,31017,1
2008,MAINE,ANDROSCOGGIN,JOHN MCCAIN,22671,2
2012,MAINE,ANDROSCOGGIN,BARACK OBAMA,28989,1
2012,MAINE,ANDROSCOGGIN,MITT ROMNEY,22232,2
2016,MAINE,ANDROSCOGGIN,DONALD TRUMP,28227,1
2016,MAINE,ANDROSCOGGIN,HILLARY CLINTON,23009,2
2020,MAINE,ANDROSCOGGIN,DONALD J TRUMP,29268,1
2020,MAINE,ANDROSCOGGIN,JOSEPH R BIDEN JR,27617,2
2000,TEXAS,ANGELINA,GEORGE W. BUSH,16648,1
2000,TEXAS,ANGELINA,AL GORE,9957,2
2004,TEXAS,ANGELINA,GEORGE W. BUSH,18932,1
2004,TEXAS,ANGELINA,JOHN KERRY,9302,2
2008,TEXAS,ANGELINA,JOHN MCCAIN,19569,1
2008,TEXAS,ANGELINA,BARACK OBAMA,9379,2
2012,TEXAS,ANGELINA,MITT ROMNEY,20303,1
2012,TEXAS,ANGELINA,BARACK OBAMA,7834,2
2016,TEXAS,ANGELINA,DONALD TRUMP,21668,1
2016,TEXAS,ANGELINA,HILLARY CLINTON,7538,2
2020,TEXAS,ANGELINA,DONALD J TRUMP,25076,1
2020,TEXAS,ANGELINA,JOSEPH R BIDEN JR,9143,2
2000,MARYLAND,ANNE ARUNDEL,GEORGE W. BUSH,104209,1
2000,MARYLAND,ANNE ARUNDEL,AL GORE,89624,2
2004,MARYLAND,ANNE ARUNDEL,GEORGE W. BUSH,133231,1
2004,MARYLAND,ANNE ARUNDEL,JOHN KERRY,103324,2
2008,MARYLAND,ANNE ARUNDEL,JOHN MCCAIN,129682,1
2008,MARYLAND,ANNE ARUNDEL,BARACK OBAMA,125015,2
2012,MARYLAND,ANNE ARUNDEL,MITT ROMNEY,126832,1
2012,MARYLAND,ANNE ARUNDEL,BARACK OBAMA,126635,2
2016,MARYLAND,ANNE ARUNDEL,HILLARY CLINTON,128419,1
2016,MARYLAND,ANNE ARUNDEL,DONALD TRUMP,122403,2
2020,MARYLAND,ANNE ARUNDEL,JOSEPH R BIDEN JR,68916,1
2020,MARYLAND,ANNE ARUNDEL,DONALD J TRUMP,65507,2
2000,MINNESOTA,ANOKA,GEORGE W. BUSH,69256,1
2000,MINNESOTA,ANOKA,AL GORE,68008,2
2004,MINNESOTA,ANOKA,GEORGE W. BUSH,91853,1
2004,MINNESOTA,ANOKA,JOHN KERRY,80226,2
2008,MINNESOTA,ANOKA,JOHN MCCAIN,91357,1
2008,MINNESOTA,ANOKA,BARACK OBAMA,86976,2
2012,MINNESOTA,ANOKA,MITT ROMNEY,93430,1
2012,MINNESOTA,ANOKA,BARACK OBAMA,88614,2
2016,MINNESOTA,ANOKA,DONALD TRUMP,93339,1
2016,MINNESOTA,ANOKA,HILLARY CLINTON,75500,2
2020,MINNESOTA,ANOKA,DONALD J TRUMP,104902,1
2020,MINNESOTA,ANOKA,JOSEPH R BIDEN JR,100893,2
2000,NORTH CAROLINA,ANSON,AL GORE,4792,1
2000,NORTH CAROLINA,ANSON,GEORGE W. BUSH,3161,2
2004,NORTH CAROLINA,ANSON,JOHN KERRY,5413,1
2004,NORTH CAROLINA,ANSON,GEORGE W. BUSH,3796,2
2008,NORTH CAROLINA,ANSON,BARACK OBAMA,6456,1
2008,NORTH CAROLINA,ANSON,JOHN MCCAIN,4207,2
2012,NORTH CAROLINA,ANSON,BARACK OBAMA,7019,1
2012,NORTH CAROLINA,ANSON,MITT ROMNEY,4166,2
2016,NORTH CAROLINA,ANSON,HILLARY CLINTON,5859,1
2016,NORTH CAROLINA,ANSON,DONALD TRUMP,4506,2
2020,NORTH CAROLINA,ANSON,JOSEPH R BIDEN JR,4067,1
2020,NORTH CAROLINA,ANSON,DONALD J TRUMP,2990,2
2000,NEBRASKA,ANTELOPE,GEORGE W. BUSH,2562,1
2000,NEBRASKA,ANTELOPE,AL GORE,678,2
2004,NEBRASKA,ANTELOPE,GEORGE W. BUSH,2761,1
2004,NEBRASKA,ANTELOPE,JOHN KERRY,613,2
2008,NEBRASKA,ANTELOPE,JOHN MCCAIN,2383,1
2008,NEBRASKA,ANTELOPE,BARACK OBAMA,757,2
2012,NEBRASKA,ANTELOPE,MITT ROMNEY,2596,1
2012,NEBRASKA,ANTELOPE,BARACK OBAMA,571,2
2016,NEBRASKA,ANTELOPE,DONALD TRUMP,2732,1
2016,NEBRASKA,ANTELOPE,HILLARY CLINTON,383,2
2020,NEBRASKA,ANTELOPE,DONALD J TRUMP,3093,1
2020,NEBRASKA,ANTELOPE,JOSEPH R BIDEN JR,452,2
2000,MICHIGAN,ANTRIM,GEORGE W. BUSH,6780,1
2000,MICHIGAN,ANTRIM,AL GORE,4329,2
2004,MICHIGAN,ANTRIM,GEORGE W. BUSH,8379,1
2004,MICHIGAN,ANTRIM,JOHN KERRY,5072,2
2008,MICHIGAN,ANTRIM,JOHN MCCAIN,7506,1
2008,MICHIGAN,ANTRIM,BARACK OBAMA,6079,2
2012,MICHIGAN,ANTRIM,MITT ROMNEY,7917,1
2012,MICHIGAN,ANTRIM,BARACK OBAMA,5107,2
2016,MICHIGAN,ANTRIM,DONALD TRUMP,8469,1
2016,MICHIGAN,ANTRIM,HILLARY CLINTON,4448,2
2020,MICHIGAN,ANTRIM,DONALD J TRUMP,9748,1
2020,MICHIGAN,ANTRIM,JOSEPH R BIDEN JR,5960,2
2000,ARIZONA,APACHE,AL GORE,13025,1
2000,ARIZONA,APACHE,GEORGE W. BUSH,5947,2
2004,ARIZONA,APACHE,JOHN KERRY,15658,1
2004,ARIZONA,APACHE,GEORGE W. BUSH,8384,2
2008,ARIZONA,APACHE,BARACK OBAMA,15390,1
2008,ARIZONA,APACHE,JOHN MCCAIN,8551,2
2012,ARIZONA,APACHE,BARACK OBAMA,17147,1
2012,ARIZONA,APACHE,MITT ROMNEY,8250,2
2016,ARIZONA,APACHE,HILLARY CLINTON,17083,1
2016,ARIZONA,APACHE,DONALD TRUMP,8240,2
2020,ARIZONA,APACHE,JOSEPH R BIDEN JR,16460,1
2020,ARIZONA,APACHE,DONALD J TRUMP,7262,2
2000,IOWA,APPANOOSE,GEORGE W. BUSH,2992,1
2000,IOWA,APPANOOSE,AL GORE,2560,2
2004,IOWA,APPANOOSE,GEORGE W. BUSH,3340,1
2004,IOWA,APPANOOSE,JOHN KERRY,3063,2
2008,IOWA,APPANOOSE,JOHN MCCAIN,3086,1
2008,IOWA,APPANOOSE,BARACK OBAMA,2970,2
2012,IOWA,APPANOOSE,MITT ROMNEY,3161,1
2012,IOWA,APPANOOSE,BARACK OBAMA,2951,2
2016,IOWA,APPANOOSE,DONALD TRUMP,4033,1
2016,IOWA,APPANOOSE,HILLARY CLINTON,1814,2
2020,IOWA,APPANOOSE,DONALD J TRUMP,2692,1
2020,IOWA,APPANOOSE,DONALD J TRUMP,1830,2
2000,GEORGIA,APPLING,GEORGE W. BUSH,3940,1
2000,GEORGIA,APPLING,AL GORE,2093,2
2004,GEORGIA,APPLING,GEORGE W. BUSH,4494,1
2004,GEORGIA,APPLING,JOHN KERRY,1848,2
2008,GEORGIA,APPLING,JOHN MCCAIN,5085,1
2008,GEORGIA,APPLING,BARACK OBAMA,1846,2
2012,GEORGIA,APPLING,MITT ROMNEY,5233,1
2012,GEORGIA,APPLING,BARACK OBAMA,1758,2
2016,GEORGIA,APPLING,DONALD TRUMP,5494,1
2016,GEORGIA,APPLING,HILLARY CLINTON,1434,2
2020,GEORGIA,APPLING,DONALD J TRUMP,3874,1
2020,GEORGIA,APPLING,DONALD J TRUMP,1753,2
2000,VIRGINIA,APPOMATTOX,GEORGE W. BUSH,3654,1
2000,VIRGINIA,APPOMATTOX,AL GORE,2132,2
2004,VIRGINIA,APPOMATTOX,GEORGE W. BUSH,4366,1
2004,VIRGINIA,APPOMATTOX,JOHN KERRY,2191,2
2008,VIRGINIA,APPOMATTOX,JOHN MCCAIN,4903,1
2008,VIRGINIA,APPOMATTOX,BARACK OBAMA,2641,2
2012,VIRGINIA,APPOMATTOX,MITT ROMNEY,5340,1
2012,VIRGINIA,APPOMATTOX,BARACK OBAMA,2453,2
2016,VIRGINIA,APPOMATTOX,DONALD TRUMP,5715,1
2016,VIRGINIA,APPOMATTOX,HILLARY CLINTON,2023,2
2020,VIRGINIA,APPOMATTOX,DONALD J TRUMP,3700,1
2020,VIRGINIA,APPOMATTOX,DONALD J TRUMP,2995,2
2000,TEXAS,ARANSAS,GEORGE W. BUSH,5390,1
2000,TEXAS,ARANSAS,AL GORE,2637,2
2004,TEXAS,ARANSAS,GEORGE W. BUSH,6569,1
2004,TEXAS,ARANSAS,JOHN KERRY,2640,2
2008,TEXAS,ARANSAS,JOHN MCCAIN,6693,1
2008,TEXAS,ARANSAS,BARACK OBAMA,3006,2
2012,TEXAS,ARANSAS,MITT ROMNEY,6830,1
2012,TEXAS,ARANSAS,BARACK OBAMA,2704,2
2016,TEXAS,ARANSAS,DONALD TRUMP,7740,1
2016,TEXAS,ARANSAS,HILLARY CLINTON,2465,2
2020,TEXAS,ARANSAS,DONALD J TRUMP,9239,1
2020,TEXAS,ARANSAS,JOSEPH R BIDEN JR,2916,2
2000,COLORADO,ARAPAHOE,GEORGE W. BUSH,97768,1
2000,COLORADO,ARAPAHOE,AL GORE,82614,2
2004,COLORADO,ARAPAHOE,GEORGE W. BUSH,119475,1
2004,COLORADO,ARAPAHOE,JOHN KERRY,110262,2
2008,COLORADO,ARAPAHOE,BARACK OBAMA,148218,1
2008,COLORADO,ARAPAHOE,JOHN MCCAIN,113866,2
2012,COLORADO,ARAPAHOE,BARACK OBAMA,153905,1
2012,COLORADO,ARAPAHOE,MITT ROMNEY,125588,2
2016,COLORADO,ARAPAHOE,HILLARY CLINTON,159885,1
2016,COLORADO,ARAPAHOE,DONALD TRUMP,117053,2
2020,COLORADO,ARAPAHOE,JOSEPH R BIDEN JR,213607,1
2020,COLORADO,ARAPAHOE,DONALD J TRUMP,127323,2
2000,TEXAS,ARCHER,GEORGE W. BUSH,2951,1
2000,TEXAS,ARCHER,AL GORE,993,2
2004,TEXAS,ARCHER,GEORGE W. BUSH,3556,1
2004,TEXAS,ARCHER,JOHN KERRY,878,2
2008,TEXAS,ARCHER,JOHN MCCAIN,3595,1
2008,TEXAS,ARCHER,BARACK OBAMA,740,2
2012,TEXAS,ARCHER,MITT ROMNEY,3600,1
2012,TEXAS,ARCHER,BARACK OBAMA,525,2
2016,TEXAS,ARCHER,DONALD TRUMP,3786,1
2016,TEXAS,ARCHER,HILLARY CLINTON,394,2
2020,TEXAS,ARCHER,DONALD J TRUMP,4300,1
2020,TEXAS,ARCHER,JOSEPH R BIDEN JR,446,2
2000,COLORADO,ARCHULETA,GEORGE W. BUSH,2988,1
2000,COLORADO,ARCHULETA,AL GORE,1432,2
2004,COLORADO,ARCHULETA,GEORGE W. BUSH,3601,1
2004,COLORADO,ARCHULETA,JOHN KERRY,2141,2
2008,COLORADO,ARCHULETA,JOHN MCCAIN,3638,1
2008,COLORADO,ARCHULETA,BARACK OBAMA,2836,2
2012,COLORADO,ARCHULETA,MITT ROMNEY,3872,1
2012,COLORADO,ARCHULETA,BARACK OBAMA,2679,2
2016,COLORADO,ARCHULETA,DONALD TRUMP,4264,1
2016,COLORADO,ARCHULETA,HILLARY CLINTON,2500,2
2020,COLORADO,ARCHULETA,DONALD J TRUMP,5189,1
2020,COLORADO,ARCHULETA,JOSEPH R BIDEN JR,3738,2
2000,MICHIGAN,ARENAC,AL GORE,3685,1
2000,MICHIGAN,ARENAC,GEORGE W. BUSH,3421,2
2004,MICHIGAN,ARENAC,JOHN KERRY,4076,1
2004,MICHIGAN,ARENAC,GEORGE W. BUSH,4071,2
2008,MICHIGAN,ARENAC,BARACK OBAMA,4155,1
2008,MICHIGAN,ARENAC,JOHN MCCAIN,3807,2
2012,MICHIGAN,ARENAC,MITT ROMNEY,4057,1
2012,MICHIGAN,ARENAC,BARACK OBAMA,3669,2
2016,MICHIGAN,ARENAC,DONALD TRUMP,4950,1
2016,MICHIGAN,ARENAC,HILLARY CLINTON,2384,2
2020,MICHIGAN,ARENAC,DONALD J TRUMP,5928,1
2020,MICHIGAN,ARENAC,JOSEPH R BIDEN JR,2774,2
2000,ARKANSAS,ARKANSAS,GEORGE W. BUSH,3353,1
2000,ARKANSAS,ARKANSAS,AL GORE,2877,2
2004,ARKANSAS,ARKANSAS,GEORGE W. BUSH,3789,1
2004,ARKANSAS,ARKANSAS,JOHN KERRY,3110,2
2008,ARKANSAS,ARKANSAS,JOHN MCCAIN,4185,1
2008,ARKANSAS,ARKANSAS,BARACK OBAMA,2619,2
2012,ARKANSAS,ARKANSAS,MITT ROMNEY,3897,1
2012,ARKANSAS,ARKANSAS,BARACK OBAMA,2455,2
2016,ARKANSAS,ARKANSAS,DONALD TRUMP,3826,1
2016,ARKANSAS,ARKANSAS,HILLARY CLINTON,1939,2
2020,ARKANSAS,ARKANSAS,DONALD J TRUMP,3658,1
2020,ARKANSAS,ARKANSAS,JOSEPH R BIDEN JR,1419,2
2000,VIRGINIA,ARLINGTON,AL GORE,50260,1
2000,VIRGINIA,ARLINGTON,GEORGE W. BUSH,28555,2
2004,VIRGINIA,ARLINGTON,JOHN KERRY,63987,1
2004,VIRGINIA,ARLINGTON,GEORGE W. BUSH,29635,2
2008,VIRGINIA,ARLINGTON,BARACK OBAMA,78994,1
2008,VIRGINIA,ARLINGTON,JOHN MCCAIN,29876,2
2012,VIRGINIA,ARLINGTON,BARACK OBAMA,81269,1
2012,VIRGINIA,ARLINGTON,MITT ROMNEY,34474,2
2016,VIRGINIA,ARLINGTON,HILLARY CLINTON,92016,1
2016,VIRGINIA,ARLINGTON,DONALD TRUMP,20186,2
2020,VIRGINIA,ARLINGTON,JOSEPH R BIDEN JR,91963,1
2020,VIRGINIA,ARLINGTON,DONALD J TRUMP,13899,2
2000,PENNSYLVANIA,ARMSTRONG,GEORGE W. BUSH,15508,1
2000,PENNSYLVANIA,ARMSTRONG,AL GORE,11127,2
2004,PENNSYLVANIA,ARMSTRONG,GEORGE W. BUSH,18925,1
2004,PENNSYLVANIA,ARMSTRONG,JOHN KERRY,12025,2
2008,PENNSYLVANIA,ARMSTRONG,JOHN MCCAIN,18542,1
2008,PENNSYLVANIA,ARMSTRONG,BARACK OBAMA,11138,2
2012,PENNSYLVANIA,ARMSTRONG,MITT ROMNEY,20142,1
2012,PENNSYLVANIA,ARMSTRONG,BARACK OBAMA,9045,2
2016,PENNSYLVANIA,ARMSTRONG,DONALD TRUMP,23484,1
2016,PENNSYLVANIA,ARMSTRONG,HILLARY CLINTON,7178,2
2020,PENNSYLVANIA,ARMSTRONG,DONALD J TRUMP,27489,1
2020,PENNSYLVANIA,ARMSTRONG,JOSEPH R BIDEN JR,8457,2
2000,MAINE,AROOSTOOK,AL GORE,17196,1
2000,MAINE,AROOSTOOK,GEORGE W. BUSH,16555,2
2004,MAINE,AROOSTOOK,JOHN KERRY,18988,1
2004,MAINE,AROOSTOOK,GEORGE W. BUSH,17152,2
2008,MAINE,AROOSTOOK,BARACK OBAMA,19345,1
2008,MAINE,AROOSTOOK,JOHN MCCAIN,15898,2
2012,MAINE,AROOSTOOK,BARACK OBAMA,17777,1
2012,MAINE,AROOSTOOK,MITT ROMNEY,15196,2
2016,MAINE,AROOSTOOK,DONALD TRUMP,19419,1
2016,MAINE,AROOSTOOK,HILLARY CLINTON,13386,2
2020,MAINE,AROOSTOOK,DONALD J TRUMP,21080,1
2020,MAINE,AROOSTOOK,JOSEPH R BIDEN JR,13956,2
2000,NEBRASKA,ARTHUR,GEORGE W. BUSH,235,1
2000,NEBRASKA,ARTHUR,AL GORE,26,2
2004,NEBRASKA,ARTHUR,GEORGE W. BUSH,240,1
2004,NEBRASKA,ARTHUR,JOHN KERRY,24,2
2008,NEBRASKA,ARTHUR,JOHN MCCAIN,217,1
2008,NEBRASKA,ARTHUR,BARACK OBAMA,39,2
2012,NEBRASKA,ARTHUR,MITT ROMNEY,227,1
2012,NEBRASKA,ARTHUR,BARACK OBAMA,30,2
2016,NEBRASKA,ARTHUR,DONALD TRUMP,244,1
2016,NEBRASKA,ARTHUR,HILLARY CLINTON,17,2
2020,NEBRASKA,ARTHUR,DONALD J TRUMP,260,1
2020,NEBRASKA,ARTHUR,JOSEPH R BIDEN JR,21,2
2000,LOUISIANA,ASCENSION,GEORGE W. BUSH,16818,1
2000,LOUISIANA,ASCENSION,AL GORE,13385,2
2004,LOUISIANA,ASCENSION,GEORGE W. BUSH,24661,1
2004,LOUISIANA,ASCENSION,JOHN KERRY,13955,2
2008,LOUISIANA,ASCENSION,JOHN MCCAIN,31239,1
2008,LOUISIANA,ASCENSION,BARACK OBAMA,14625,2
2012,LOUISIANA,ASCENSION,MITT ROMNEY,33856,1
2012,LOUISIANA,ASCENSION,BARACK OBAMA,16349,2
2016,LOUISIANA,ASCENSION,DONALD TRUMP,36143,1
2016,LOUISIANA,ASCENSION,HILLARY CLINTON,16476,2
2020,LOUISIANA,ASCENSION,DONALD J TRUMP,40687,1
2020,LOUISIANA,ASCENSION,JOSEPH R BIDEN JR,20399,2
2000,NORTH CAROLINA,ASHE,GEORGE W. BUSH,6226,1
2000,NORTH CAROLINA,ASHE,AL GORE,4011,2
2004,NORTH CAROLINA,ASHE,GEORGE W. BUSH,7292,1
2004,NORTH CAROLINA,ASHE,JOHN KERRY,4477,2
2008,NORTH CAROLINA,ASHE,JOHN MCCAIN,7916,1
2008,NORTH CAROLINA,ASHE,BARACK OBAMA,4872,2
2012,NORTH CAROLINA,ASHE,MITT ROMNEY,8242,1
2012,NORTH CAROLINA,ASHE,BARACK OBAMA,4116,2
2016,NORTH CAROLINA,ASHE,DONALD TRUMP,9412,1
2016,NORTH CAROLINA,ASHE,HILLARY CLINTON,3500,2
2020,NORTH CAROLINA,ASHE,DONALD J TRUMP,6781,1
2020,NORTH CAROLINA,ASHE,DONALD J TRUMP,3680,2
2000,OHIO,ASHLAND,GEORGE W. BUSH,13533,1
2000,OHIO,ASHLAND,AL GORE,6685,2
2004,OHIO,ASHLAND,GEORGE W. BUSH,16171,1
2004,OHIO,ASHLAND,JOHN KERRY,8555,2
2008,OHIO,ASHLAND,JOHN MCCAIN,15158,1
2008,OHIO,ASHLAND,BARACK OBAMA,9300,2
2012,OHIO,ASHLAND,MITT ROMNEY,15519,1
2012,OHIO,ASHLAND,BARACK OBAMA,8281,2
2016,OHIO,ASHLAND,DONALD TRUMP,17493,1
2016,OHIO,ASHLAND,HILLARY CLINTON,5740,2
2020,OHIO,ASHLAND,DONALD J TRUMP,19407,1
2020,OHIO,ASHLAND,JOSEPH R BIDEN JR,6541,2
2000,ARKANSAS,ASHLEY,AL GORE,4253,1
2000,ARKANSAS,ASHLEY,GEORGE W. BUSH,3876,2
2004,ARKANSAS,ASHLEY,GEORGE W. BUSH,4567,1
2004,ARKANSAS,ASHLEY,JOHN KERRY,3881,2
2008,ARKANSAS,ASHLEY,JOHN MCCAIN,5406,1
2008,ARKANSAS,ASHLEY,BARACK OBAMA,2976,2
2012,ARKANSAS,ASHLEY,MITT ROMNEY,4867,1
2012,ARKANSAS,ASHLEY,BARACK OBAMA,2859,2
2016,ARKANSAS,ASHLEY,DONALD TRUMP,5338,1
2016,ARKANSAS,ASHLEY,HILLARY CLINTON,2408,2
2020,ARKANSAS,ASHLEY,DONALD J TRUMP,4018,1
2020,ARKANSAS,ASHLEY,JOSEPH R BIDEN JR,1309,2
2000,OHIO,ASHTABULA,AL GORE,19831,1
2000,OHIO,ASHTABULA,GEORGE W. BUSH,17940,2
2004,OHIO,ASHTABULA,JOHN KERRY,24061,1
2004,OHIO,ASHTABULA,GEORGE W. BUSH,21039,2
2008,OHIO,ASHTABULA,BARACK OBAMA,25027,1
2008,OHIO,ASHTABULA,JOHN MCCAIN,18949,2
2012,OHIO,ASHTABULA,BARACK OBAMA,23803,1
2012,OHIO,ASHTABULA,MITT ROMNEY,18298,2
2016,OHIO,ASHTABULA,DONALD TRUMP,23318,1
2016,OHIO,ASHTABULA,HILLARY CLINTON,15577,2
2020,OHIO,ASHTABULA,DONALD J TRUMP,26890,1
2020,OHIO,ASHTABULA,JOSEPH R BIDEN JR,16497,2
2000,WASHINGTON,ASOTIN,GEORGE W. BUSH,4909,1
2000,WASHINGTON,ASOTIN,AL GORE,2736,2
2004,WASHINGTON,ASOTIN,GEORGE W. BUSH,5320,1
2004,WASHINGTON,ASOTIN,JOHN KERRY,3319,2
2008,WASHINGTON,ASOTIN,JOHN MCCAIN,5451,1
2008,WASHINGTON,ASOTIN,BARACK OBAMA,4139,2
2012,WASHINGTON,ASOTIN,MITT ROMNEY,5654,1
2012,WASHINGTON,ASOTIN,BARACK OBAMA,4003,2
2016,WASHINGTON,ASOTIN,DONALD TRUMP,5741,1
2016,WASHINGTON,ASOTIN,HILLARY CLINTON,3134,2
2020,WASHINGTON,ASOTIN,DONALD J TRUMP,7319,1
2020,WASHINGTON,ASOTIN,JOSEPH R BIDEN JR,4250,2
2000,LOUISIANA,ASSUMPTION,AL GORE,5222,1
2000,LOUISIANA,ASSUMPTION,GEORGE W. BUSH,4388,2
2004,LOUISIANA,ASSUMPTION,JOHN KERRY,5585,1
2004,LOUISIANA,ASSUMPTION,GEORGE W. BUSH,4966,2
2008,LOUISIANA,ASSUMPTION,JOHN MCCAIN,5981,1
2008,LOUISIANA,ASSUMPTION,BARACK OBAMA,4756,2
2012,LOUISIANA,ASSUMPTION,MITT ROMNEY,6083,1
2012,LOUISIANA,ASSUMPTION,BARACK OBAMA,4754,2
2016,LOUISIANA,ASSUMPTION,DONALD TRUMP,6714,1
2016,LOUISIANA,ASSUMPTION,HILLARY CLINTON,3931,2
2020,LOUISIANA,ASSUMPTION,DONALD J TRUMP,7271,1
2020,LOUISIANA,ASSUMPTION,JOSEPH R BIDEN JR,3833,2
2000,TEXAS,ATASCOSA,GEORGE W. BUSH,6231,1
2000,TEXAS,ATASCOSA,AL GORE,4322,2
2004,TEXAS,ATASCOSA,GEORGE W. BUSH,7635,1
2004,TEXAS,ATASCOSA,JOHN KERRY,4421,2
2008,TEXAS,ATASCOSA,JOHN MCCAIN,5462,1
2008,TEXAS,ATASCOSA,BARACK OBAMA,4415,2
2012,TEXAS,ATASCOSA,MITT ROMNEY,7461,1
2012,TEXAS,ATASCOSA,BARACK OBAMA,5133,2
2016,TEXAS,ATASCOSA,DONALD TRUMP,8618,1
2016,TEXAS,ATASCOSA,HILLARY CLINTON,4651,2
2020,TEXAS,ATASCOSA,DONALD J TRUMP,12039,1
2020,TEXAS,ATASCOSA,JOSEPH R BIDEN JR,5876,2
2000,KANSAS,ATCHISON,GEORGE W. BUSH,3378,1
2000,KANSAS,ATCHISON,AL GORE,3171,2
2004,KANSAS,ATCHISON,GEORGE W. BUSH,3880,1
2004,KANSAS,ATCHISON,JOHN KERRY,3120,2
2008,KANSAS,ATCHISON,JOHN MCCAIN,3791,1
2008,KANSAS,ATCHISON,BARACK OBAMA,3241,2
2012,KANSAS,ATCHISON,MITT ROMNEY,3917,1
2012,KANSAS,ATCHISON,BARACK OBAMA,2567,2
2016,KANSAS,ATCHISON,DONALD TRUMP,4049,1
2016,MISSOURI,ATCHISON,DONALD TRUMP,2060,2
2020,KANSAS,ATCHISON,DONALD J TRUMP,4906,1
2020,KANSAS,ATCHISON,JOSEPH R BIDEN JR,2359,2
2000,OHIO,ATHENS,AL GORE,13158,1
2000,OHIO,ATHENS,GEORGE W. BUSH,9703,2
2004,OHIO,ATHENS,JOHN KERRY,18997,1
2004,OHIO,ATHENS,GEORGE W. BUSH,10847,2
2008,OHIO,ATHENS,BARACK OBAMA,20722,1
2008,OHIO,ATHENS,JOHN MCCAIN,9742,2
2012,OHIO,ATHENS,BARACK OBAMA,18307,1
2012,OHIO,ATHENS,MITT ROMNEY,8543,2
2016,OHIO,ATHENS,HILLARY CLINTON,16370,1
2016,OHIO,ATHENS,DONALD TRUMP,11354,2
2020,OHIO,ATHENS,JOSEPH R BIDEN JR,14772,1
2020,OHIO,ATHENS,DONALD J TRUMP,10862,2
2000,GEORGIA,ATKINSON,GEORGE W. BUSH,1228,1
2000,GEORGIA,ATKINSON,AL GORE,821,2
2004,GEORGIA,ATKINSON,GEORGE W. BUSH,1666,1
2004,GEORGIA,ATKINSON,JOHN KERRY,799,2
2008,GEORGIA,ATKINSON,JOHN MCCAIN,1941,1
2008,GEORGIA,ATKINSON,BARACK OBAMA,938,2
2012,GEORGIA,ATKINSON,MITT ROMNEY,1938,1
2012,GEORGIA,ATKINSON,BARACK OBAMA,930,2
2016,GEORGIA,ATKINSON,DONALD TRUMP,1878,1
2016,GEORGIA,ATKINSON,HILLARY CLINTON,697,2
2020,GEORGIA,ATKINSON,DONALD J TRUMP,1419,1
2020,GEORGIA,ATKINSON,DONALD J TRUMP,716,2
2000,NEW JERSEY,ATLANTIC,AL GORE,52880,1
2000,NEW JERSEY,ATLANTIC,GEORGE W. BUSH,35593,2
2004,NEW JERSEY,ATLANTIC,JOHN KERRY,55746,1
2004,NEW JERSEY,ATLANTIC,GEORGE W. BUSH,49487,2
2008,NEW JERSEY,ATLANTIC,BARACK OBAMA,67830,1
